# ----------------------------------------
# 1 Master View
# Product Performance
# 20141001-20200229
# ----------------------------------------

Product,Year,Product Revenue,Unique Purchases,Quantity,Avg. Price,Avg. QTY,Product Refund Amount,Cart-to-Detail Rate,Buy-to-Detail Rate
Big Bear Eco Beanie,2015,$47.50,3,5,$9.50,1.67,$0.00,9.57%,2.61%
EcoAlf Envelope Bag,2016,$46.56,1,1,$46.56,1.00,$0.00,1.04%,0.09%
Android Women's Short Sleeve Badge Tee Dark Heather,2017,$46.20,2,6,$7.70,3.00,$0.00,31.60%,0.37%
Google Glass Bottle,2020,$46.00,2,2,$23.00,1.00,$0.00,14.42%,0.24%
YouTube Sport Hooded Pullover,2015,$45.75,1,1,$45.75,1.00,$0.00,2.46%,0.19%
Flex Fleece Zip Hoodie,2015,$45.65,1,1,$45.65,1.00,$0.00,7.69%,1.54%
Ladies Poly Linen Zip Hoodie,2014,$45.50,2,2,$22.75,1.00,$0.00,1.92%,3.85%
Google Soft Modal Scarf,2019,$45.00,1,1,$45.00,1.00,$0.00,11.06%,0.05%
Google Soft Modal Scarf,2020,$45.00,1,1,$45.00,1.00,$0.00,6.59%,0.19%
Stan and Friends Tee Green,2019,$45.00,2,2,$22.50,1.00,$0.00,15.15%,3.03%
Android Islands Kids Tee,2018,$44.98,2,2,$22.49,1.00,$0.00,21.21%,0.67%
Ladies Ringspun L/S Hooded T-Shirt,2015,$44.85,2,2,$22.42,1.00,$0.00,2.76%,0.34%
Nylon Cordura School Bag,2014,$44.80,1,1,$44.80,1.00,$0.00,0.00%,5.26%
Android Infant Short Sleeve Tee Pewter,2016,$44.17,3,3,$14.72,1.00,$0.00,30.65%,4.84%
PaperMate Ink Joy Pen,2016,$44.17,4,23,$1.92,5.75,$0.00,48.21%,7.14%
Yoga Block,2016,$44.16,3,4,$11.04,1.33,$0.00,8.03%,1.20%
Laptop and Cell Phone Stickers,2014,$44.10,5,18,$2.45,3.60,$0.00,0.51%,2.56%
Google Red YoYo,2019,$44.00,2,11,$4.00,5.50,$0.00,36.36%,3.03%
YouTube Icon Tee Charcoal,2020,$44.00,2,2,$22.00,1.00,$0.00,7.74%,1.19%
Android Stretch Fit Hat S/M,2016,$43.98,2,2,$21.99,1.00,$0.00,0.00%,0.00%
Google Women's Black Tee,2019,$43.98,2,2,$21.99,1.00,$0.00,3.11%,1.04%
Google Drive Jersey Crew,2014,$43.80,2,2,$21.90,1.00,$0.00,0.00%,10.00%
Toddler Android Skateboarder Tee,2015,$43.80,4,4,$10.95,1.00,$0.00,16.79%,1.53%
Google Play T-Shirt Black,2015,$43.40,2,2,$21.70,1.00,$0.00,7.27%,0.45%
Google Summer19 Crew Grey,2020,$43.40,1,1,$43.40,1.00,$0.00,0.00%,100.00%
Yoga Mat,2016,$43.18,2,2,$21.59,1.00,$0.00,23.41%,0.31%
Bikers Head Light,2015,$43.05,1,1,$43.05,1.00,$0.00,2.86%,0.14%
Google+ Short Sleeve Crew Neck,2014,$43.00,2,2,$21.50,1.00,$0.00,0.00%,8.00%
Bike Tube Under Seat Bag,2014,$42.95,1,1,$42.95,1.00,$0.00,0.00%,7.14%
Ladies Blueprint for a Better Inbox T-Shirt,2016,$42.90,3,3,$14.30,1.00,$0.00,6.55%,0.73%
Recycled Mouse Pad,2014,$42.75,7,19,$2.25,2.71,$0.00,2.04%,14.29%
YouTube Organic Cotton T-Shirt - Black,2014,$42.75,3,3,$14.25,1.00,$0.00,0.00%,3.57%
Chrome Sticker Sheets                             ,2014,$42.50,5,17,$2.50,3.40,$0.00,0.00%,4.72%
Android Youth Explorer Tee,2019,$42.49,3,3,$14.16,1.00,$0.00,10.97%,0.42%
Android Poncho Towel,2014,$42.30,1,1,$42.30,1.00,$0.00,0.00%,8.33%
Bic Digital Clic Stic Stylus Pen,2016,$42.30,4,29,$1.46,7.25,$0.00,29.07%,4.65%
Google Carrier Bag,2014,$42.00,1,24,$1.75,24.00,$0.00,0.00%,5.00%
YouTube Icon Bundle,2019,$42.00,1,1,$42.00,1.00,$0.00,17.73%,0.71%
Waze Mood Happy Window Decal,2018,$41.00,18,26,$1.58,1.44,$0.00,33.68%,4.66%
Google Color Block Tote White,2019,$40.99,3,3,$13.66,1.00,$0.00,36.44%,0.31%
Google Twill Sandwich Cap Navy,2019,$40.26,4,4,$10.06,1.00,$0.00,38.89%,1.59%
Google Pen Grass Green,2019,$40.25,16,23,$1.75,1.44,$0.00,55.72%,4.82%
Android Buoy Bottle,2020,$40.00,2,5,$8.00,2.50,$0.00,12.34%,0.52%
Dino Holiday Sweater,2020,$40.00,1,1,$40.00,1.00,$0.00,3.95%,0.19%
Google Campus Bike,2020,$40.00,1,1,$40.00,1.00,$0.00,1.17%,0.11%
Google Duffel Bag,2020,$40.00,2,2,$20.00,1.00,$0.00,10.70%,0.11%
Google Inverted Umbrella,2019,$40.00,1,1,$40.00,1.00,$0.00,2.63%,0.20%
Google Keychain,2020,$40.00,5,5,$8.00,1.00,$0.00,15.23%,2.54%
Google Packable Bag Black,2020,$40.00,1,2,$20.00,2.00,$0.00,9.13%,0.13%
Google Perk Thermal Tumbler,2020,$40.00,2,2,$20.00,1.00,$0.00,1.81%,0.72%
Google Speckled Beanie Grey,2020,$40.00,2,2,$20.00,1.00,$0.00,22.22%,0.62%
Google Speckled Beanie Navy,2020,$40.00,2,2,$20.00,1.00,$0.00,16.41%,0.28%
Google Tudes Thermal Bottle,2019,$39.99,1,1,$39.99,1.00,$0.00,9.13%,0.06%
Android Pride Kids Tee,2018,$39.98,2,2,$19.99,1.00,$0.00,9.69%,1.02%
YouTube RFID Journal,2016,$39.98,2,2,$19.99,1.00,$0.00,22.83%,2.17%
Android Buoy Bottle,2019,$39.97,4,5,$7.99,1.25,$0.00,13.02%,0.30%
25 oz. Infusion Water Bottle,2016,$39.96,1,4,$9.99,4.00,$0.00,12.73%,1.82%
Android Notebook Set Black,2019,$39.92,4,8,$4.99,2.00,$0.00,17.30%,0.67%
Google Women's Performance Tee Gunmetal,2016,$39.58,2,2,$19.79,1.00,$0.00,18.18%,18.18%
Waze Mood Happy Window Decal,2016,$39.40,9,20,$1.97,2.22,$0.00,95.45%,40.91%
YouTube Sticker Sheet,2017,$39.38,9,22,$1.79,2.44,$0.00,61.54%,9.89%
Google Women's Short Sleeve Hero Tee White,2018,$39.10,10,11,$3.55,1.10,$0.00,103.41%,11.36%
22 oz. Mini Mountain Bottle,2014,$39.00,3,15,$2.60,5.00,$0.00,7.69%,7.69%
Five-in-one Charging Buddy,2014,$38.75,3,5,$7.75,1.67,$0.00,0.00%,2.29%
Google Pen White,2020,$38.50,5,22,$1.75,4.40,$0.00,15.27%,2.46%
Google Toddler Tee Fruit Games Banana,2016,$38.38,2,2,$19.19,1.00,$0.00,14.00%,4.00%
"7"" Android Squishable - Online                    ",2014,$38.00,1,2,$19.00,2.00,$0.00,0.00%,3.70%
Google Now T-Shirt w/ Skyline Artwork             ,2014,$37.90,2,2,$18.95,1.00,$0.00,7.69%,1.92%
Canvas Triblend Crewneck,2014,$37.80,1,1,$37.80,1.00,$0.00,0.00%,1.41%
Waze Baby on Board Window Decal,2016,$37.67,4,13,$2.90,3.25,$0.00,53.12%,12.50%
Infant Bodysuit,2016,$37.05,2,3,$12.35,1.50,$0.00,9.65%,1.75%
Fleece Sport-Wick Hooded Pullover,2015,$37.00,1,1,$37.00,1.00,$0.00,1.48%,0.18%
Mechanical Colored Pencil Pack,2015,$36.80,8,11,$3.35,1.38,$0.00,10.37%,0.99%
Google Men's Long Sleeve Baseball Raglan Cranberry,2016,$36.78,2,2,$18.39,1.00,$0.00,18.18%,3.64%
YouTube 24 oz Stripe Accent Bottle,2017,$36.75,5,5,$7.35,1.00,$0.00,36.36%,15.15%
Ladies Garment Dye Shirt,2015,$36.55,1,1,$36.55,1.00,$0.00,2.13%,0.11%
YouTube Recycled Spiral Journal,2014,$36.25,1,5,$7.25,5.00,$0.00,0.00%,1.61%
Google See-No Hear-No Set,2020,$36.00,3,3,$12.00,1.00,$0.00,5.94%,0.24%
Youth Fleece Jacket,2014,$35.85,1,1,$35.85,1.00,$0.00,0.00%,3.45%
Womens Pulse Running Shorts,2015,$35.60,2,2,$17.80,1.00,$0.00,4.12%,1.03%
Go Gopher Purple Squishable,2014,$35.40,2,2,$17.70,1.00,$0.00,5.71%,5.71%
Single Knit Striped Beanie,2014,$35.40,3,3,$11.80,1.00,$0.00,0.00%,3.90%
Google Men's Performance Badge Tee Navy,2016,$35.18,2,2,$17.59,1.00,$0.00,44.44%,22.22%
Google KeepCup,2019,$35.00,1,1,$35.00,1.00,$0.00,6.46%,0.09%
Google KeepCup,2020,$35.00,1,1,$35.00,1.00,$0.00,1.09%,0.36%
Google Maps Pin,2020,$35.00,4,5,$7.00,1.25,$0.00,16.13%,0.92%
Google Toddler FC Zip Hoodie,2020,$35.00,1,1,$35.00,1.00,$0.00,13.37%,0.28%
Android Hexagon Tee,2019,$34.98,2,2,$17.49,1.00,$0.00,8.33%,0.76%
Android Cap                                       ,2014,$34.50,2,5,$6.90,2.50,$0.00,29.03%,6.45%
NEW Google Small Gift Bag - Mosaic Pattern,2016,$34.40,2,16,$2.15,8.00,$0.00,17.86%,7.14%
UGLYDOLL® Android Babo™,2015,$34.20,2,2,$17.10,1.00,$0.00,9.35%,0.30%
Android Leather Strap Hat Black,2019,$34.00,2,2,$17.00,1.00,$0.00,17.62%,0.21%
Google Campus Bike Corkbase Mug Blue,2019,$34.00,2,2,$17.00,1.00,$0.00,8.15%,0.56%
Google Crew Striped Athletic Sock,2020,$34.00,2,2,$17.00,1.00,$0.00,14.22%,0.98%
Organic Cotton Infant Bodysuit - White,2014,$34.00,2,2,$17.00,1.00,$0.00,0.00%,4.44%
YouTube Men's Short Sleeve Hero Tee  White,2016,$33.98,2,2,$16.99,1.00,$0.00,0.00%,0.00%
YouTube Leatherette Notebook Combo,2018,$33.54,2,6,$5.59,3.00,$0.00,23.24%,0.48%
Google Pen Bright Blue,2019,$33.25,16,19,$1.75,1.19,$0.00,47.41%,3.31%
Google Laptop and Cell Phone Stickers,2020,$33.00,10,11,$3.00,1.10,$0.00,7.59%,2.23%
Google Tee Red,2020,$33.00,1,3,$11.00,3.00,$0.00,4.42%,0.15%
Google Tee White,2020,$33.00,1,3,$11.00,3.00,$0.00,1.97%,0.05%
Google Leather Journal (Black),2017,$32.99,1,1,$32.99,1.00,$0.00,0.00%,0.00%
Tri-Blend Leisure Shirt,2014,$32.95,1,1,$32.95,1.00,$0.00,0.00%,1.20%
Google G Handle Tote Bag,2014,$32.90,2,2,$16.45,1.00,$0.00,0.00%,3.64%
Swirl Boots,2014,$32.54,1,1,$32.54,1.00,$0.00,4.17%,2.08%
Work Rules!: Insights from Inside Google... Book,2016,$32.25,1,1,$32.25,1.00,$0.00,1.79%,1.79%
Android Iconic Hat Green,2019,$32.00,2,2,$16.00,1.00,$0.00,20.00%,0.53%
Android Iconic Hat Green,2020,$32.00,2,2,$16.00,1.00,$0.00,11.89%,1.08%
Noogler Android Figure 2019,2020,$32.00,2,2,$16.00,1.00,$0.00,10.78%,0.16%
YouTube Iconic Play Pin,2020,$32.00,4,4,$8.00,1.00,$0.00,11.83%,0.63%
Google Kids Tee White,2018,$31.98,1,2,$15.99,2.00,$0.00,21.53%,0.06%
YouTube Buoy Bottle,2019,$31.96,2,4,$7.99,2.00,$0.00,20.05%,0.27%
Collapsible Pet Bowl,2016,$31.92,4,8,$3.99,2.00,$0.00,28.57%,6.35%
"15"" Android Squishable - Online",2014,$31.60,1,1,$31.60,1.00,$0.00,0.00%,2.63%
YouTube Organic cotton T-shirt - White,2015,$31.60,2,2,$15.80,1.00,$0.00,20.38%,0.75%
Google Pen Lilac,2019,$31.50,13,18,$1.75,1.38,$0.00,44.91%,2.88%
Google Youth FC Zip Hoodie,2020,$31.50,1,1,$31.50,1.00,$0.00,2.38%,0.60%
Youth Google Pocket Tee Blue,2019,$31.20,2,2,$15.60,1.00,$0.00,0.00%,66.67%
Chrome Snuggle Mug,2014,$30.60,2,2,$15.30,1.00,$0.00,0.00%,2.99%
Classic Organic Cotton T-Shirt                    ,2014,$30.60,2,2,$15.30,1.00,$0.00,4.35%,8.70%
Google Blackout Cap,2016,$30.38,2,2,$15.19,1.00,$0.00,18.87%,3.77%
YouTube Flex Journal Black,2019,$30.35,4,5,$6.07,1.25,$0.00,15.53%,0.39%
Google Cup Cap Tumbler Grey,2020,$30.00,1,1,$30.00,1.00,$0.00,10.06%,0.08%
Google Heather Green Speckled Tee,2020,$30.00,1,1,$30.00,1.00,$0.00,3.45%,1.72%
Google Heathered Pom Beanie,2020,$30.00,2,2,$15.00,1.00,$0.00,23.89%,0.40%
Google LoveHandle Black,2019,$30.00,3,3,$10.00,1.00,$0.00,5.19%,0.37%
Google Navy Speckled Tee,2019,$30.00,1,1,$30.00,1.00,$0.00,18.63%,0.38%
Google Utensil Set,2020,$30.00,1,2,$15.00,2.00,$0.00,3.72%,0.47%
Google Woodtop Bottle Black,2020,$30.00,1,1,$30.00,1.00,$0.00,10.59%,0.13%
Google Men's Vintage Henley,2016,$29.99,1,1,$29.99,1.00,$0.00,0.00%,0.00%
Google Unisex 3/4 Raglan Red,2019,$29.99,1,1,$29.99,1.00,$0.00,37.50%,4.17%
Google Pen Neon Coral,2019,$29.75,15,17,$1.75,1.13,$0.00,53.37%,4.60%
Gmail Shortcut Stickers - Pack of 10              ,2014,$29.55,2,3,$9.85,1.50,$0.00,0.00%,2.35%
Retro Messenger Bag,2014,$29.55,1,1,$29.55,1.00,$0.00,0.00%,2.50%
Android Garden Tee Orange,2019,$29.00,1,1,$29.00,1.00,$0.00,5.77%,0.96%
Flamingo and Friends Tee Blue,2020,$29.00,1,1,$29.00,1.00,$0.00,0.00%,3.70%
Neon Headband 4 Pack,2015,$28.80,3,4,$7.20,1.33,$0.00,6.09%,1.52%
Linen Cap                                         ,2014,$28.50,3,3,$9.50,1.00,$0.00,3.57%,10.71%
Google Beanie Maroon,2019,$28.48,2,2,$14.24,1.00,$0.00,20.10%,0.50%
Android Fanatic Bundle,2019,$28.00,1,1,$28.00,1.00,$0.00,11.22%,0.20%
Android Iconic Pen,2019,$28.00,4,16,$1.75,4.00,$0.00,20.80%,1.22%
Google Maps Pin,2019,$28.00,2,4,$7.00,2.00,$0.00,15.59%,0.68%
Google Pen Bright Blue,2020,$28.00,2,16,$1.75,8.00,$0.00,21.05%,3.51%
Google Super G Tumbler (Red Lid),2020,$28.00,1,1,$28.00,1.00,$0.00,9.40%,0.07%
Ingress Beanie                                    ,2014,$28.00,1,1,$28.00,1.00,$0.00,0.00%,1.45%
Google Women's Colorblock Tee White,2017,$27.99,1,1,$27.99,1.00,$0.00,500.00%,50.00%
Google Cloth & Pouch Black,2019,$27.96,6,7,$3.99,1.17,$0.00,12.15%,0.36%
"15"" Chrome Squishable                             ",2014,$27.75,1,1,$27.75,1.00,$0.00,0.00%,4.55%
Aluminum Tri-Flashlight,2014,$27.60,4,4,$6.90,1.00,$0.00,0.00%,22.22%
Google Stylus Pen w/ LED Light,2020,$27.50,3,5,$5.50,1.67,$0.00,0.00%,1.38%
Android Women's Short Sleeve Hero Tee Black,2017,$27.18,1,2,$13.59,2.00,$0.00,45.14%,0.23%
Google Campus Bike Bottle,2019,$27.00,1,1,$27.00,1.00,$0.00,6.39%,0.20%
Discraft GLO Disc,2015,$26.50,2,2,$13.25,1.00,$0.00,6.25%,0.42%
Ladies Performance Shorts,2014,$26.50,1,1,$26.50,1.00,$0.00,0.00%,11.11%
Google Pen Red,2019,$26.25,14,15,$1.75,1.07,$0.00,46.30%,5.19%
Google Mural Notebook,2020,$26.00,1,1,$26.00,1.00,$0.00,0.00%,1.56%
Google Play Journal,2015,$26.00,2,2,$13.00,1.00,$0.00,5.63%,0.38%
Google Split Seam Tee Olive,2020,$26.00,1,1,$26.00,1.00,$0.00,16.18%,0.58%
Google Twill Cap Charcoal,2020,$26.00,2,2,$13.00,1.00,$0.00,21.23%,0.27%
Youth Google Color Block Tee White,2020,$26.00,2,2,$13.00,1.00,$0.00,0.00%,0.00%
Android 14 oz Mug White/Green,2017,$25.98,2,2,$12.99,1.00,$0.00,31.25%,12.50%
Google 16 oz Tumbler Blue,2019,$25.98,2,2,$12.99,1.00,$0.00,22.73%,0.16%
Google Camp Mug Ivory,2018,$25.98,2,2,$12.99,1.00,$0.00,34.02%,0.31%
Android Recycled Spriral Journal,2014,$25.80,3,3,$8.60,1.00,$0.00,0.00%,21.43%
Color Step Ceramic Mug 16oz,2014,$25.80,1,2,$12.90,2.00,$0.00,0.00%,1.92%
Google Campus Corkbase Mug Purple,2019,$25.49,3,3,$8.50,1.00,$0.00,34.20%,0.98%
Men's Faded Crew T-Shirt                          ,2014,$25.20,1,1,$25.20,1.00,$0.00,0.00%,2.50%
Google Infant Charcoal Onesie,2020,$25.00,1,1,$25.00,1.00,$0.00,22.32%,0.31%
Google NYC Campus Unisex Tee,2019,$25.00,1,1,$25.00,1.00,$0.00,0.00%,0.97%
Google Toddler FC Tee Charcoal,2020,$25.00,1,1,$25.00,1.00,$0.00,24.48%,0.70%
Stan and Friends Tee Green,2020,$25.00,1,1,$25.00,1.00,$0.00,0.00%,3.23%
Google Red Kids Sunglasses,2019,$24.95,3,5,$4.99,1.67,$0.00,29.74%,0.33%
Android Iconic Bottle Black,2019,$24.00,1,1,$24.00,1.00,$0.00,17.06%,0.29%
Google Color Block Notebook,2020,$24.00,1,2,$12.00,2.00,$0.00,6.97%,0.41%
Google Metallic Notebook Set,2020,$24.00,3,4,$6.00,1.33,$0.00,2.07%,0.78%
Google Youth Badge Tee Navy,2019,$24.00,1,1,$24.00,1.00,$0.00,0.00%,1.56%
Google Youth Badge Tee Navy,2020,$24.00,1,1,$24.00,1.00,$0.00,8.00%,1.00%
Google Youth Hero Tee Grey,2019,$24.00,1,1,$24.00,1.00,$0.00,18.05%,0.49%
Google Thermal Bottle Blue,2019,$23.99,1,1,$23.99,1.00,$0.00,21.32%,0.13%
Google Thermal Bottle Green,2019,$23.99,1,1,$23.99,1.00,$0.00,36.18%,0.34%
Google Thermal Bottle Yellow,2019,$23.99,1,1,$23.99,1.00,$0.00,32.04%,0.32%
Google Clip-On Flashlight Lantern Blue,2019,$23.97,2,3,$7.99,1.50,$0.00,14.29%,0.61%
Cool Comfort Poly Linen Cap,2014,$23.90,1,1,$23.90,1.00,$0.00,18.75%,6.25%
Domeable Rotate Flash Drive 8GB,2014,$23.90,2,2,$11.95,1.00,$0.00,0.00%,14.29%
Google Infant Short Sleeve Tee Green,2017,$23.80,6,7,$3.40,1.17,$0.00,394.39%,1.35%
Google 16 oz Tumbler Blue,2020,$23.40,2,2,$11.70,1.00,$0.00,6.82%,2.27%
Resistance Patch,2015,$23.40,9,22,$1.06,2.44,$0.00,30.73%,2.34%
YouTube Kids Onesie White,2020,$23.40,1,3,$7.80,3.00,$0.00,9.65%,0.44%
Adult Vintage Long Sleeve Thermal Tee,2014,$23.15,1,1,$23.15,1.00,$0.00,0.00%,2.33%
Android Pocket Toddler Tee Navy,2019,$23.00,1,1,$23.00,1.00,$0.00,14.58%,2.08%
Android Pocket Toddler Tee White,2019,$23.00,1,1,$23.00,1.00,$0.00,22.50%,2.50%
Terry Hooded Baby Towel                           ,2014,$22.55,1,1,$22.55,1.00,$0.00,0.00%,10.00%
Google+ Ladies Short Sleeve T,2014,$22.50,1,1,$22.50,1.00,$0.00,0.00%,5.26%
Google Cappy Bib Blue,2017,$22.38,1,2,$11.19,2.00,$0.00,53.20%,0.49%
Google Cappy Bib White,2018,$22.38,1,2,$11.19,2.00,$0.00,33.01%,0.05%
Plaid Laptop Sleeve,2014,$22.20,1,1,$22.20,1.00,$0.00,0.00%,2.44%
Android Pocket Onesie Navy,2019,$22.00,1,1,$22.00,1.00,$0.00,22.78%,0.63%
Google Black Tee,2020,$22.00,2,2,$11.00,1.00,$0.00,1.88%,0.21%
Google Hemp Tote,2020,$22.00,1,1,$22.00,1.00,$0.00,7.05%,0.27%
Google Tee Blue,2020,$22.00,2,2,$11.00,1.00,$0.00,5.04%,0.31%
Google Unisex Eco Tee Black,2020,$22.00,1,1,$22.00,1.00,$0.00,0.00%,0.00%
Google Women's Tee F/C Black,2020,$22.00,1,1,$22.00,1.00,$0.00,8.57%,2.86%
YouTube Icon Tee Grey,2020,$22.00,1,1,$22.00,1.00,$0.00,15.79%,1.05%
Android 16 oz Tumbler Black,2019,$21.99,1,1,$21.99,1.00,$0.00,11.36%,0.16%
Two Tone Mug/Coaster Set,2014,$21.90,3,3,$7.30,1.00,$0.00,0.00%,5.17%
Android Knit Scarf,2015,$21.35,1,1,$21.35,1.00,$0.00,7.88%,0.61%
25oz. Two Tone Aluminum Water Bottle,2014,$21.00,2,2,$10.50,1.00,$0.00,0.00%,7.14%
Google Tracking Hat,2019,$20.99,1,1,$20.99,1.00,$0.00,7.54%,0.18%
YouTube Sticker Sheet                             ,2014,$20.80,4,8,$2.60,2.00,$0.00,0.91%,3.64%
Android Iconic Beanie,2019,$20.00,2,2,$10.00,1.00,$0.00,11.33%,1.33%
Google Cambridge Campus Bottle,2020,$20.00,1,1,$20.00,1.00,$0.00,0.00%,2.63%
Google Emoji Magnet Set,2020,$20.00,2,2,$10.00,1.00,$0.00,9.30%,4.65%
Google Mural Sticky Note Pad,2019,$20.00,1,1,$20.00,1.00,$0.00,7.19%,0.36%
Google Mural Sticky Note Pad,2020,$20.00,1,1,$20.00,1.00,$0.00,0.00%,1.79%
Google NYC Campus Bottle,2020,$20.00,1,1,$20.00,1.00,$0.00,3.45%,3.45%
Google SF Campus Bottle,2020,$20.00,1,1,$20.00,1.00,$0.00,7.14%,2.38%
Google Speckled Beanie Grey,2019,$20.00,1,1,$20.00,1.00,$0.00,24.68%,0.25%
YouTube Pen 2-Pack,2020,$20.00,5,5,$4.00,1.00,$0.00,28.91%,0.99%
Google Snapback Navy Cap,2019,$19.99,1,1,$19.99,1.00,$0.00,14.35%,0.15%
Android Trace Mug Black,2019,$19.98,2,2,$9.99,1.00,$0.00,20.75%,0.19%
Google Confetti Slim Task Pad,2019,$19.98,3,3,$6.66,1.00,$0.00,14.52%,0.40%
Google Flower Tee Purple,2019,$19.98,2,2,$9.99,1.00,$0.00,0.00%,0.00%
Google Protector Tee Navy,2019,$19.98,2,2,$9.99,1.00,$0.00,32.79%,1.64%
Google Blue Kids Sunglasses,2019,$19.97,4,4,$4.99,1.00,$0.00,33.42%,0.98%
Google Pen Citron,2019,$19.25,10,11,$1.75,1.10,$0.00,57.23%,5.78%
Google Pen Navy,2020,$19.25,4,11,$1.75,2.75,$0.00,22.16%,2.06%
YouTube SM Sticker Sheet,2018,$19.12,1,8,$2.39,8.00,$0.00,124.48%,0.70%
Womens Android Pride T-Shirt,2016,$19.10,1,1,$19.10,1.00,$0.00,12.68%,1.41%
Bamboo Men's T-Shirt,2014,$19.00,1,1,$19.00,1.00,$0.00,0.00%,2.86%
Chrome Neon Light,2014,$19.00,1,1,$19.00,1.00,$0.00,4.23%,1.41%
Android Women's Short Sleeve Badge Tee Light Charcoal,2016,$18.99,1,1,$18.99,1.00,$0.00,0.00%,0.00%
Android Women's Short Sleeve Tri-blend Badge Tee Light Grey,2016,$18.99,1,1,$18.99,1.00,$0.00,24.19%,1.61%
Google Beanie Maroon,2018,$18.99,1,1,$18.99,1.00,$0.00,27.68%,0.56%
Google Women's Short Sleeve Hero Dark Grey,2016,$18.99,1,1,$18.99,1.00,$0.00,49.55%,0.90%
Mens Ringspun L/S Hooded T-Shirt,2015,$18.75,1,1,$18.75,1.00,$0.00,1.50%,0.17%
Powerbank Flashlight,2017,$18.39,1,1,$18.39,1.00,$0.00,16.67%,16.67%
Search Inside Yourself Book,2016,$18.25,1,1,$18.25,1.00,$0.00,3.39%,1.69%
Waze Women's Short Sleeve Tee,2018,$18.23,2,2,$9.12,1.00,$0.00,16.18%,0.83%
Google Cork Key Ring,2020,$18.00,2,2,$9.00,1.00,$0.00,12.35%,0.82%
Google Thermal Tumbler Navy,2020,$18.00,1,1,$18.00,1.00,$0.00,1.51%,0.30%
Ingress Patch,2015,$18.00,8,18,$1.00,2.25,$0.00,36.04%,2.17%
Google Thermal Tumbler Navy,2018,$17.99,1,1,$17.99,1.00,$0.00,20.12%,0.59%
NY City Lights T-Shirt                            ,2014,$17.60,1,1,$17.60,1.00,$0.00,0.00%,1.96%
Google Men's Performance Badge Tee Gunmetal,2016,$17.59,1,1,$17.59,1.00,$0.00,23.08%,7.69%
Google Women's Badge Performance Tee Gunmetal,2016,$17.59,1,1,$17.59,1.00,$0.00,33.33%,33.33%
Google Women's Performance Hero Tee Gunmetal,2016,$17.59,1,1,$17.59,1.00,$0.00,29.41%,5.88%
Android Islands Kids Tee,2020,$17.50,1,1,$17.50,1.00,$0.00,0.00%,3.03%
Android Skate Kids Tee,2019,$17.50,1,1,$17.50,1.00,$0.00,18.44%,0.11%
Android Skate Kids Tee,2020,$17.50,1,1,$17.50,1.00,$0.00,13.29%,0.33%
Google Mountain View Tee Red,2020,$17.50,1,1,$17.50,1.00,$0.00,2.35%,0.47%
Google Tee Dark Blue,2020,$17.50,1,1,$17.50,1.00,$0.00,2.42%,0.61%
8pc Android Sticker Sheet,2017,$17.49,2,11,$1.59,5.50,$0.00,77.78%,22.22%
YouTube Player T-Shirt - Unisex,2014,$17.05,1,1,$17.05,1.00,$0.00,0.00%,1.11%
Android Iconic Mug Gray,2019,$17.00,1,1,$17.00,1.00,$0.00,20.19%,0.19%
Android Iconic Notebook,2020,$17.00,1,1,$17.00,1.00,$0.00,0.00%,1.33%
Android Mini Series Holiday Bear,2016,$17.00,1,1,$17.00,1.00,$0.00,8.70%,0.72%
Google Crew Combed Cotton Sock,2020,$17.00,1,1,$17.00,1.00,$0.00,20.00%,0.45%
Google Leather Strap Hat Black,2020,$17.00,1,1,$17.00,1.00,$0.00,18.24%,0.33%
Google Mural Mug,2019,$17.00,1,1,$17.00,1.00,$0.00,14.54%,0.07%
Stadium Cup 4pk 16oz,2014,$17.00,4,4,$4.25,1.00,$0.00,0.00%,25.00%
Campus Corkbase Mug Purple,2019,$16.99,1,1,$16.99,1.00,$0.00,18.00%,0.29%
16oz. Fusion Mug,2014,$16.50,2,2,$8.25,1.00,$0.00,0.00%,5.88%
Titan Headlamp,2015,$16.30,1,1,$16.30,1.00,$0.00,5.39%,0.34%
Android Iconic Hat White,2019,$16.00,1,1,$16.00,1.00,$0.00,20.28%,0.46%
Google Cork Pencil Pouch,2019,$16.00,2,2,$8.00,1.00,$0.00,7.35%,1.47%
Google Recycled Pen Black,2019,$16.00,4,8,$2.00,2.00,$0.00,19.04%,0.96%
YouTube Transmission Journal Red,2020,$16.00,1,1,$16.00,1.00,$0.00,14.06%,0.23%
Android Large Trace Journal Black,2019,$15.99,1,1,$15.99,1.00,$0.00,10.49%,0.33%
Android Lifted Men's Short Sleeve Tee Blue,2016,$15.99,1,1,$15.99,1.00,$0.00,0.00%,0.00%
Android Men's Outerstellar Short Sleeve Tee Black,2016,$15.99,1,1,$15.99,1.00,$0.00,0.00%,0.00%
Android Men's Paradise Short Sleeve Tee Olive,2016,$15.99,1,1,$15.99,1.00,$0.00,0.00%,0.00%
Android Men's Pep Rally Short Sleeve Tee Navy,2016,$15.99,1,1,$15.99,1.00,$0.00,0.00%,0.00%
Google Men's Around The Block Short Sleeve Tee Ash,2016,$15.99,1,1,$15.99,1.00,$0.00,0.00%,0.00%
Google Men's Bike Short Sleeve Tee Charcoal,2016,$15.99,1,1,$15.99,1.00,$0.00,25.00%,25.00%
Google Women's Recycled Fabric Tee,2016,$15.99,1,1,$15.99,1.00,$0.00,20.00%,3.33%
